date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:04:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:02%20GMT	http://slimhamdi.net/istanbul/demos/img/blog/blog-post-1.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/blog/blog-post-1.jpg	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:05	77160/77160	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202019%2020:24:29%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.html	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:04:06	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:04%20GMT	http://slimhamdi.net/istanbul/demos/img/blog/blog-post-2.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/blog/blog-post-2.jpg	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:22	98024/98024	---M--	200	added ('OK')	application/x-font-woff	date:Sat,%2026%20Oct%202019%2020:24:26%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.woff	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:04:25	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%202019%2020:24:16%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.eot	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:04:28	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:25%20GMT	http://slimhamdi.net/istanbul/demos/js/jquery-2.2.4.min.js	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/js/jquery-2.2.4.min.js	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:29	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%202019%2020:24:16%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.eot?	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfontd41d.eot	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:04:32	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2026%20Oct%202019%2020:24:29%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.ttf	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:04:32	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:29%20GMT	http://slimhamdi.net/istanbul/demos/js/jquery.animatedheadline.js	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/js/jquery.animatedheadline.js	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:33	537/537	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2030%20Jan%202022%2019:34:32%20GMT	http://slimhamdi.net/istanbul/demos/img/fullscreenlight.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreenlight.3a.delayed	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:04:33	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:32%20GMT	http://slimhamdi.net/istanbul/demos/js/bootstrap.min.js	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/js/bootstrap.min.js	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:35	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:33%20GMT	http://slimhamdi.net/istanbul/demos/js/transition.js	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/js/transition.js	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:35	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:34%20GMT	http://slimhamdi.net/istanbul/demos/js/styleswitcher.js	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/js/styleswitcher.js	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:38	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:34:35%20GMT	http://slimhamdi.net/istanbul/demos/js/custom.js	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/js/custom.js	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:04:48	136116/136116	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Nov%202019%2014:34:07%20GMT	http://slimhamdi.net/istanbul/demos/img/fullscreendark.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreendark.jpg	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:05:07	197759/197759	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Nov%202019%2014:34:04%20GMT	http://slimhamdi.net/istanbul/demos/img/fullscreenbgimage.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreenbgimage.jpg	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:05:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:07%20GMT	http://slimhamdi.net/istanbul/demos/img/blog/user1.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/blog/user1.jpg	(from http://slimhamdi.net/istanbul/demos/blog-post.html)
01:05:11	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2026%20Oct%202019%2020:24:23%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.svg	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:05:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:09%20GMT	http://slimhamdi.net/istanbul/demos/img/blog/user2.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/blog/user2.jpg	(from http://slimhamdi.net/istanbul/demos/blog-post.html)
01:05:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:11%20GMT	http://slimhamdi.net/istanbul/demos/img/blog/user3.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/blog/user3.jpg	(from http://slimhamdi.net/istanbul/demos/blog-post.html)
01:05:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:12%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.eot	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:05:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:13%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.eot?	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfontd41d.eot	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:05:16	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:14%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.woff	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:05:16	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:15%20GMT	http://slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/fonts/fontawesome-webfont3e6e.ttf	(from http://slimhamdi.net/istanbul/demos/css/font-awesome.min.css)
01:05:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:17%20GMT	http://slimhamdi.net/istanbul/demos/img/fullscreendark.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreendark.jpg	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:05:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:17%20GMT	http://slimhamdi.net/istanbul/demos/img/fullscreenbgimage.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreenbgimage.jpg	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:05:20	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2019:35:19%20GMT	http://slimhamdi.net/istanbul/demos/img/projects/video.mp4	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/projects/video.mp4	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:05:21	10110/10110	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Jan%202022%2019:35:20%20GMT	http://slimhamdi.net/istanbul/demos/blog.html	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/blog.html	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:05:23	252040/252040	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2020:27:13%20GMT	http://slimhamdi.net/istanbul/demos/img/blog/banner.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/blog/banner.jpg	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:05:49	471627/471627	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Nov%202019%2014:34:08%20GMT	http://slimhamdi.net/istanbul/demos/img/leftimage-bg.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/leftimage-bg.jpg	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:58:13	20009631/20009631	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Sat,%2026%20Oct%202019%2020:33:54%20GMT	http://slimhamdi.net/istanbul/demos/img/projects/video.mp4	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/projects/video.mp4	(from http://slimhamdi.net/istanbul/demos/index-left-image-dark.html)
01:58:13	0/-1	---M--	500	error ('')			http://slimhamdi.net/istanbul/demos/img/fullscreenlight.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreenlight.html	(from http://slimhamdi.net/istanbul/demos/css/style.css)
01:58:14	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2030%20Jan%202022%2020:28:13%20GMT	http://slimhamdi.net/istanbul/demos/img/projects/video.mp4	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/projects/video.mp4	(from http://slimhamdi.net/istanbul/demos/img/projects/video.mp4)
01:58:14	0/-1	---M--	500	error ('')			http://slimhamdi.net/istanbul/demos/img/fullscreenlight.jpg	/Users/gopal/Downloads/websites/Portfolio-Daria-Taylor/slimhamdi.net/istanbul/demos/img/fullscreenlight.html	(from http://slimhamdi.net/istanbul/demos/css/style.css)
